topology,nodes,k,method,objective,pct_above_best,time_sec
IIJ,37,1,Random,23079.65,0.0,0.0
IIJ,37,3,Greedy,3570.39,0.0,0.0
IIJ,37,3,LocalSearch,3570.39,0.0,0.0
IIJ,37,3,Betweenness,21905.28,513.53,0.0
IIJ,37,3,HighDegree,21905.28,513.53,0.0
IIJ,37,3,Random,4617.63,29.33,0.0
IIJ,37,5,Greedy,1842.06,0.1,0.0
IIJ,37,5,LocalSearch,1840.26,0.0,0.001
IIJ,37,5,Betweenness,7622.19,314.19,0.0
IIJ,37,5,HighDegree,7662.19,316.36,0.0
IIJ,37,5,Random,3461.84,88.12,0.0
Myren,37,1,Greedy,1064.97,0.0,0.0
Myren,37,1,LocalSearch,1064.97,0.0,0.0
Myren,37,1,Betweenness,1107.65,4.01,0.0
Myren,37,1,HighDegree,1107.65,4.01,0.0
Myren,37,1,Random,1064.97,0.0,0.0
Myren,37,3,Greedy,586.75,0.0,0.001
Myren,37,3,LocalSearch,603.27,2.81,0.0
Myren,37,3,Betweenness,808.6,37.81,0.0
Myren,37,3,HighDegree,808.6,37.81,0.0
Myren,37,3,Random,711.77,21.31,0.0
Myren,37,5,Greedy,262.14,6.29,0.0
Myren,37,5,LocalSearch,246.63,0.0,0.001
Myren,37,5,Betweenness,333.7,35.3,0.0
Myren,37,5,HighDegree,333.7,35.3,0.0
Myren,37,5,Random,353.49,43.33,0.0
Reuna,37,1,Greedy,5933.27,0.0,0.0
Reuna,37,1,LocalSearch,5933.27,0.0,0.0
Reuna,37,1,Betweenness,5968.67,0.6,0.001
Reuna,37,1,HighDegree,5933.27,0.0,0.0
Reuna,37,1,Random,5933.27,0.0,0.0
Reuna,37,3,Greedy,1200.62,0.0,0.0
Reuna,37,3,LocalSearch,1200.62,0.0,0.001
Reuna,37,3,Betweenness,2763.31,130.16,0.0
Reuna,37,3,HighDegree,3878.34,223.03,0.0
Reuna,37,3,Random,1344.84,12.01,0.0
Reuna,37,5,Greedy,428.74,10.02,0.0
Reuna,37,5,LocalSearch,389.71,0.0,0.001
Reuna,37,5,Betweenness,1473.92,278.21,0.0
Reuna,37,5,HighDegree,2028.67,420.57,0.0
Reuna,37,5,Random,767.22,96.87,0.0
KentMan,38,1,Greedy,375.29,0.0,0.0
KentMan,38,1,LocalSearch,375.29,0.0,0.0
KentMan,38,1,Betweenness,397.56,5.93,0.001
KentMan,38,1,HighDegree,406.93,8.43,0.0
KentMan,38,1,Random,375.29,0.0,0.0
KentMan,38,3,Greedy,65.58,45.13,0.0
KentMan,38,3,LocalSearch,45.19,0.0,0.0
KentMan,38,3,Betweenness,56.82,25.74,0.001
KentMan,38,3,HighDegree,56.82,25.74,0.0
KentMan,38,3,Random,52.73,16.69,0.0
KentMan,38,5,Greedy,19.07,9.9,0.0
KentMan,38,5,LocalSearch,17.35,0.0,0.001
KentMan,38,5,Betweenness,24.2,39.42,0.001
KentMan,38,5,HighDegree,32.98,90.04,0.0
KentMan,38,5,Random,24.46,40.95,0.0
PIONIER,38,1,Greedy,2832.97,0.0,0.0
PIONIER,38,1,LocalSearch,2832.97,0.0,0.0
PIONIER,38,1,Betweenness,2990.2,5.55,0.001
PIONIER,38,1,HighDegree,2990.2,5.55,0.0
PIONIER,38,1,Random,2832.97,0.0,0.0
PIONIER,38,3,Greedy,554.56,11.38,0.0
PIONIER,38,3,LocalSearch,497.92,0.0,0.0
PIONIER,38,3,Betweenness,1413.1,183.8,0.001
PIONIER,38,3,HighDegree,2080.0,317.74,0.0
PIONIER,38,3,Random,630.5,26.63,0.0
PIONIER,38,5,Greedy,300.46,66.82,0.0
PIONIER,38,5,LocalSearch,180.12,0.0,0.001
PIONIER,38,5,Betweenness,539.19,199.36,0.0
PIONIER,38,5,HighDegree,1121.37,522.58,0.0
PIONIER,38,5,Random,258.58,43.56,0.0
CESNET,39,1,Greedy,1539.43,0.0,0.0
CESNET,39,1,LocalSearch,1539.43,0.0,0.0
CESNET,39,1,Betweenness,1582.65,2.81,0.001
CESNET,39,1,HighDegree,1582.65,2.81,0.0
CESNET,39,1,Random,1539.43,0.0,0.0
CESNET,39,3,Greedy,338.07,6.82,0.0
CESNET,39,3,LocalSearch,316.48,0.0,0.0
CESNET,39,3,Betweenness,368.65,16.49,0.0
CESNET,39,3,HighDegree,338.07,6.82,0.0
CESNET,39,3,Random,323.55,2.23,0.0
CESNET,39,5,Greedy,90.21,0.0,0.0
CESNET,39,5,LocalSearch,90.21,0.0,0.0
CESNET,39,5,Betweenness,90.21,0.0,0.0
CESNET,39,5,HighDegree,90.21,0.0,0.0
CESNET,39,5,Random,97.09,7.63,0.0
CESNET,39,1,Greedy,1539.43,0.0,0.0
CESNET,39,1,LocalSearch,1539.43,0.0,0.0
CESNET,39,1,Betweenness,1582.65,2.81,0.001
CESNET,39,1,HighDegree,1582.65,2.81,0.0
CESNET,39,1,Random,1539.43,0.0,0.0
CESNET,39,3,Greedy,338.07,6.82,0.0
CESNET,39,3,LocalSearch,316.48,0.0,0.0
CESNET,39,3,Betweenness,368.65,16.49,0.001
CESNET,39,3,HighDegree,338.07,6.82,0.0
CESNET,39,3,Random,323.55,2.23,0.0
CESNET,39,5,Greedy,90.21,0.0,0.0
CESNET,39,5,LocalSearch,90.21,0.0,0.001
CESNET,39,5,Betweenness,90.21,0.0,0.0
CESNET,39,5,HighDegree,90.21,0.0,0.0
CESNET,39,5,Random,97.09,7.63,0.0
Deutsche Telekom ,39,1,Greedy,0.0,0.0,0.0
Deutsche Telekom ,39,1,LocalSearch,0.0,0.0,0.0
Deutsche Telekom ,39,1,Betweenness,21328.04,0.0,0.0
Deutsche Telekom ,39,1,HighDegree,34672.19,0.0,0.0
Deutsche Telekom ,39,1,Random,0.0,0.0,0.0
Deutsche Telekom ,39,3,Greedy,0.0,0.0,0.0
Deutsche Telekom ,39,3,LocalSearch,0.0,0.0,0.0
Deutsche Telekom ,39,3,Betweenness,616.09,0.0,0.0
Deutsche Telekom ,39,3,HighDegree,1026.55,0.0,0.0
Deutsche Telekom ,39,3,Random,0.0,0.0,0.0
Deutsche Telekom ,39,5,Greedy,0.0,0.0,0.0
Deutsche Telekom ,39,5,LocalSearch,0.0,0.0,0.0
Deutsche Telekom ,39,5,Betweenness,616.09,0.0,0.0
Deutsche Telekom ,39,5,HighDegree,616.09,0.0,0.0
Deutsche Telekom ,39,5,Random,0.0,0.0,0.0
ValleyNet,39,1,Greedy,3568.93,0.0,0.0
ValleyNet,39,1,LocalSearch,3568.93,0.0,0.0
ValleyNet,39,1,Betweenness,3568.93,0.0,0.0
ValleyNet,39,1,HighDegree,4656.5,30.47,0.0
ValleyNet,39,1,Random,3568.93,0.0,0.0
ValleyNet,39,3,Greedy,622.05,122.08,0.0
ValleyNet,39,3,LocalSearch,280.1,0.0,0.0
ValleyNet,39,3,Betweenness,622.05,122.08,0.001
ValleyNet,39,3,HighDegree,4656.5,1562.43,0.0
ValleyNet,39,3,Random,280.1,0.0,0.0
ValleyNet,39,5,Greedy,67.71,6.4,0.0
ValleyNet,39,5,LocalSearch,63.63,0.0,0.001
ValleyNet,39,5,Betweenness,622.05,877.55,0.0
ValleyNet,39,5,HighDegree,617.98,871.15,0.0
ValleyNet,39,5,Random,183.19,187.89,0.0
GEANT,40,1,Greedy,7538.95,0.0,0.0
GEANT,40,1,LocalSearch,7538.95,0.0,0.0
GEANT,40,1,Betweenness,8163.53,8.28,0.002
GEANT,40,1,HighDegree,8163.53,8.28,0.0
GEANT,40,1,Random,7752.42,2.83,0.0
GEANT,40,3,Greedy,2544.44,18.29,0.0
GEANT,40,3,LocalSearch,2150.98,0.0,0.0
GEANT,40,3,Betweenness,2574.65,19.7,0.0
GEANT,40,3,HighDegree,6546.79,204.36,0.0
GEANT,40,3,Random,2150.98,0.0,0.0
GEANT,40,5,Greedy,903.2,155.71,0.0
GEANT,40,5,LocalSearch,353.22,0.0,0.001
GEANT,40,5,Betweenness,1168.46,230.81,0.0
GEANT,40,5,HighDegree,5560.05,1474.12,0.0
GEANT,40,5,Random,1228.52,247.81,0.0
Cernet,41,1,Greedy,4108.78,0.0,0.0
Cernet,41,1,LocalSearch,4108.78,0.0,0.0
Cernet,41,1,Betweenness,6790.92,65.28,0.0
Cernet,41,1,HighDegree,6790.92,65.28,0.0
Cernet,41,1,Random,4108.78,0.0,0.0
Cernet,41,3,Greedy,1626.34,4.95,0.0
Cernet,41,3,LocalSearch,1549.58,0.0,0.0
Cernet,41,3,Betweenness,2348.15,51.53,0.0
Cernet,41,3,HighDegree,2348.15,51.53,0.0
Cernet,41,3,Random,1706.53,10.13,0.0
Cernet,41,5,Greedy,524.86,0.0,0.0
Cernet,41,5,LocalSearch,524.86,0.0,0.001
Cernet,41,5,Betweenness,1544.71,194.31,0.0
Cernet,41,5,HighDegree,1876.42,257.51,0.0
Cernet,41,5,Random,1058.47,101.67,0.0
China Telecom ,42,1,Greedy,9140.66,0.0,0.0
China Telecom ,42,1,LocalSearch,9140.66,0.0,0.0
China Telecom ,42,1,Betweenness,10530.72,15.21,0.0
China Telecom ,42,1,HighDegree,10530.72,15.21,0.0
China Telecom ,42,1,Random,9140.66,0.0,0.0
China Telecom ,42,3,Greedy,3622.13,42.64,0.0
China Telecom ,42,3,LocalSearch,2539.28,0.0,0.0
China Telecom ,42,3,Betweenness,2612.95,2.9,0.0
China Telecom ,42,3,HighDegree,2612.95,2.9,0.0
China Telecom ,42,3,Random,3174.73,25.02,0.0
China Telecom ,42,5,Greedy,1692.6,50.5,0.0
China Telecom ,42,5,LocalSearch,1124.63,0.0,0.001
China Telecom ,42,5,Betweenness,2413.84,114.63,0.001
China Telecom ,42,5,HighDegree,2340.46,108.11,0.0
China Telecom ,42,5,Random,1832.56,62.95,0.0
Lambdanet ,42,1,Greedy,2410.72,0.0,0.0
Lambdanet ,42,1,LocalSearch,2410.72,0.0,0.0
Lambdanet ,42,1,Betweenness,2586.16,7.28,0.001
Lambdanet ,42,1,HighDegree,2585.33,7.24,0.0
Lambdanet ,42,1,Random,2585.33,7.24,0.0
Lambdanet ,42,3,Greedy,226.88,187.14,0.0
Lambdanet ,42,3,LocalSearch,79.01,0.0,0.0
Lambdanet ,42,3,Betweenness,1252.68,1485.38,0.001
Lambdanet ,42,3,HighDegree,1252.68,1485.38,0.0
Lambdanet ,42,3,Random,86.78,9.83,0.0
Lambdanet ,42,5,Greedy,32.11,84.04,0.0
Lambdanet ,42,5,LocalSearch,17.45,0.0,0.001
Lambdanet ,42,5,Betweenness,1252.68,7079.87,0.0
Lambdanet ,42,5,HighDegree,274.51,1473.37,0.0
Lambdanet ,42,5,Random,74.27,325.69,0.0
RoEduNet,42,1,Greedy,3028.56,0.0,0.0
RoEduNet,42,1,LocalSearch,3028.56,0.0,0.0
RoEduNet,42,1,Betweenness,3028.56,0.0,0.0
RoEduNet,42,1,HighDegree,3028.56,0.0,0.0
RoEduNet,42,1,Random,3043.44,0.49,0.0
RoEduNet,42,3,Greedy,913.95,36.95,0.0
RoEduNet,42,3,LocalSearch,667.38,0.0,0.0
RoEduNet,42,3,Betweenness,667.38,0.0,0.0
RoEduNet,42,3,HighDegree,667.38,0.0,0.0
RoEduNet,42,3,Random,693.61,3.93,0.0
RoEduNet,42,5,Greedy,242.98,8.81,0.0
RoEduNet,42,5,LocalSearch,223.3,0.0,0.0
RoEduNet,42,5,Betweenness,223.3,0.0,0.001
RoEduNet,42,5,HighDegree,223.3,0.0,0.0
RoEduNet,42,5,Random,231.2,3.54,0.0
SWITCH,42,1,Greedy,1037.78,0.0,0.0
SWITCH,42,1,LocalSearch,1037.78,0.0,0.0
SWITCH,42,1,Betweenness,1037.78,0.0,0.001
SWITCH,42,1,HighDegree,4147.23,299.63,0.0
SWITCH,42,1,Random,1037.78,0.0,0.0
SWITCH,42,3,Greedy,148.18,0.0,0.0
SWITCH,42,3,LocalSearch,148.18,0.0,0.0
SWITCH,42,3,Betweenness,202.75,36.83,0.0
SWITCH,42,3,HighDegree,190.15,28.33,0.0
SWITCH,42,3,Random,151.88,2.5,0.0
SWITCH,42,5,Greedy,92.35,0.0,0.0
SWITCH,42,5,LocalSearch,92.35,0.0,0.002
SWITCH,42,5,Betweenness,190.15,105.9,0.0
SWITCH,42,5,HighDegree,150.38,62.83,0.0
SWITCH,42,5,Random,117.57,27.31,0.0
LITNET,43,1,Greedy,2190.09,0.0,0.0
LITNET,43,1,LocalSearch,2190.09,0.0,0.0
LITNET,43,1,Betweenness,2190.09,0.0,0.001
LITNET,43,1,HighDegree,2190.09,0.0,0.0
LITNET,43,1,Random,2190.09,0.0,0.0
LITNET,43,3,Greedy,266.02,0.0,0.0
LITNET,43,3,LocalSearch,266.02,0.0,0.001
LITNET,43,3,Betweenness,620.7,133.33,0.0
LITNET,43,3,HighDegree,327.39,23.07,0.0
LITNET,43,3,Random,333.25,25.28,0.0
LITNET,43,5,Greedy,35.26,0.0,0.0
LITNET,43,5,LocalSearch,35.26,0.0,0.001
LITNET,43,5,Betweenness,35.26,0.0,0.0
LITNET,43,5,HighDegree,35.26,0.0,0.0
LITNET,43,5,Random,39.46,11.91,0.0
Renater,43,1,Greedy,1966.75,0.0,0.0
Renater,43,1,LocalSearch,1966.75,0.0,0.0
Renater,43,1,Betweenness,2402.08,22.13,0.0
Renater,43,1,HighDegree,2402.08,22.13,0.0
Renater,43,1,Random,1966.75,0.0,0.0
Renater,43,3,Greedy,262.89,0.0,0.0
Renater,43,3,LocalSearch,262.89,0.0,0.001
Renater,43,3,Betweenness,987.52,275.64,0.0
Renater,43,3,HighDegree,987.52,275.64,0.0
Renater,43,3,Random,262.89,0.0,0.0
Renater,43,5,Greedy,93.28,0.0,0.0
Renater,43,5,LocalSearch,93.28,0.0,0.001
Renater,43,5,Betweenness,987.52,958.66,0.0
Renater,43,5,HighDegree,486.69,421.76,0.0
Renater,43,5,Random,223.1,139.18,0.0
SANET,43,1,Greedy,1370.62,0.0,0.0
SANET,43,1,LocalSearch,1370.62,0.0,0.0
SANET,43,1,Betweenness,1421.71,3.73,0.0
SANET,43,1,HighDegree,2921.62,113.16,0.0
SANET,43,1,Random,1374.65,0.29,0.0
SANET,43,3,Greedy,443.11,42.52,0.0
SANET,43,3,LocalSearch,310.91,0.0,0.0
SANET,43,3,Betweenness,489.08,57.31,0.001
SANET,43,3,HighDegree,469.33,50.95,0.0
SANET,43,3,Random,408.33,31.33,0.0
SANET,43,5,Greedy,226.15,53.4,0.0
SANET,43,5,LocalSearch,147.43,0.0,0.001
SANET,43,5,Betweenness,416.21,182.31,0.0
SANET,43,5,HighDegree,458.34,210.88,0.0
SANET,43,5,Random,218.22,48.02,0.0
Carnet,44,1,Greedy,1831.92,0.0,0.0
Carnet,44,1,LocalSearch,1831.92,0.0,0.0
Carnet,44,1,Betweenness,1831.92,0.0,0.0
Carnet,44,1,HighDegree,1831.92,0.0,0.0
Carnet,44,1,Random,1831.95,0.0,0.0
Carnet,44,3,Greedy,337.48,0.0,0.0
Carnet,44,3,LocalSearch,337.48,0.0,0.0
Carnet,44,3,Betweenness,337.48,0.0,0.0
Carnet,44,3,HighDegree,337.48,0.0,0.0
Carnet,44,3,Random,517.15,53.24,0.0
Carnet,44,5,Greedy,35.23,0.0,0.0
Carnet,44,5,LocalSearch,35.23,0.0,0.001
Carnet,44,5,Betweenness,37.29,5.84,0.001
Carnet,44,5,HighDegree,37.29,5.84,0.0
Carnet,44,5,Random,40.13,13.88,0.0
CESNET,44,1,Greedy,1691.13,0.0,0.0
CESNET,44,1,LocalSearch,1691.13,0.0,0.0
CESNET,44,1,Betweenness,1761.24,4.15,0.001
CESNET,44,1,HighDegree,1761.24,4.15,0.0
CESNET,44,1,Random,1691.13,0.0,0.0
CESNET,44,3,Greedy,224.84,0.58,0.0
CESNET,44,3,LocalSearch,223.55,0.0,0.002
CESNET,44,3,Betweenness,260.22,16.41,0.0
CESNET,44,3,HighDegree,274.07,22.6,0.0
CESNET,44,3,Random,268.66,20.18,0.0
CESNET,44,5,Greedy,118.39,31.0,0.0
CESNET,44,5,LocalSearch,90.37,0.0,0.001
CESNET,44,5,Betweenness,90.37,0.0,0.0
CESNET,44,5,HighDegree,146.45,62.06,0.0
CESNET,44,5,Random,101.53,12.35,0.0
PalmettoNet ,45,1,Greedy,3485.22,0.0,0.0
PalmettoNet ,45,1,LocalSearch,3485.22,0.0,0.0
PalmettoNet ,45,1,Betweenness,3603.23,3.39,0.001
PalmettoNet ,45,1,HighDegree,4673.0,34.08,0.0
PalmettoNet ,45,1,Random,3485.22,0.0,0.0
PalmettoNet ,45,3,Greedy,173.14,55.49,0.0
PalmettoNet ,45,3,LocalSearch,111.35,0.0,0.001
PalmettoNet ,45,3,Betweenness,111.35,0.0,0.0
PalmettoNet ,45,3,HighDegree,1096.18,884.43,0.0
PalmettoNet ,45,3,Random,173.14,55.49,0.0
PalmettoNet ,45,5,Greedy,0.0,0.0,0.0
PalmettoNet ,45,5,LocalSearch,0.0,0.0,0.0
PalmettoNet ,45,5,Betweenness,111.35,0.0,0.001
PalmettoNet ,45,5,HighDegree,1096.18,0.0,0.0
PalmettoNet ,45,5,Random,0.37,0.0,0.0
NTT,47,1,Greedy,0.0,0.0,0.0
NTT,47,1,LocalSearch,0.0,0.0,0.0
NTT,47,1,Betweenness,111006.54,0.0,0.0
NTT,47,1,HighDegree,111006.54,0.0,0.0
NTT,47,1,Random,0.0,0.0,0.0
NTT,47,3,Greedy,0.0,0.0,0.0
NTT,47,3,LocalSearch,0.0,0.0,0.0
NTT,47,3,Betweenness,8830.2,0.0,0.0
NTT,47,3,HighDegree,15845.68,0.0,0.0
NTT,47,3,Random,0.0,0.0,0.0
NTT,47,5,Greedy,0.0,0.0,0.0
NTT,47,5,LocalSearch,0.0,0.0,0.0
NTT,47,5,Betweenness,1685.05,0.0,0.001
NTT,47,5,HighDegree,15845.68,0.0,0.0
NTT,47,5,Random,0.0,0.0,0.0
Bell Canada,48,1,Greedy,25483.8,0.0,0.0
Bell Canada,48,1,LocalSearch,25483.8,0.0,0.0
Bell Canada,48,1,Betweenness,32413.22,27.19,0.001
Bell Canada,48,1,HighDegree,26477.15,3.9,0.0
Bell Canada,48,1,Random,25483.8,0.0,0.0
Bell Canada,48,3,Greedy,904.73,83.76,0.0
Bell Canada,48,3,LocalSearch,492.35,0.0,0.0
Bell Canada,48,3,Betweenness,32413.22,6483.38,0.0
Bell Canada,48,3,HighDegree,2307.22,368.61,0.0
Bell Canada,48,3,Random,492.35,0.0,0.0
Bell Canada,48,5,Greedy,153.06,0.0,0.0
Bell Canada,48,5,LocalSearch,153.06,0.0,0.002
Bell Canada,48,5,Betweenness,3022.9,1874.97,0.001
Bell Canada,48,5,HighDegree,259.4,69.48,0.0
Bell Canada,48,5,Random,184.79,20.73,0.0
NTELOS ,48,1,Greedy,0.0,0.0,0.0
NTELOS ,48,1,LocalSearch,0.0,0.0,0.0
NTELOS ,48,1,Betweenness,3271.51,0.0,0.0
NTELOS ,48,1,HighDegree,3077.65,0.0,0.0
NTELOS ,48,1,Random,3077.65,0.0,0.0
NTELOS ,48,3,Greedy,0.0,0.0,0.0
NTELOS ,48,3,LocalSearch,0.0,0.0,0.0
NTELOS ,48,3,Betweenness,2214.54,0.0,0.001
NTELOS ,48,3,HighDegree,2651.91,0.0,0.0
NTELOS ,48,3,Random,351.88,0.0,0.0
NTELOS ,48,5,Greedy,0.0,0.0,0.0
NTELOS ,48,5,LocalSearch,0.0,0.0,0.001
NTELOS ,48,5,Betweenness,2029.04,0.0,0.001
NTELOS ,48,5,HighDegree,516.93,0.0,0.0
NTELOS ,48,5,Random,148.16,0.0,0.0
RoEduNet,48,1,Greedy,3316.53,0.0,0.0
RoEduNet,48,1,LocalSearch,3316.53,0.0,0.0
RoEduNet,48,1,Betweenness,3629.78,9.45,0.0
RoEduNet,48,1,HighDegree,3629.78,9.45,0.0
RoEduNet,48,1,Random,3316.53,0.0,0.0
RoEduNet,48,3,Greedy,827.03,1.27,0.0
RoEduNet,48,3,LocalSearch,816.64,0.0,0.0
RoEduNet,48,3,Betweenness,2228.7,172.91,0.0
RoEduNet,48,3,HighDegree,2021.77,147.57,0.0
RoEduNet,48,3,Random,857.15,4.96,0.0
RoEduNet,48,5,Greedy,466.37,12.07,0.0
RoEduNet,48,5,LocalSearch,416.15,0.0,0.001
RoEduNet,48,5,Betweenness,1050.06,152.33,0.001
RoEduNet,48,5,HighDegree,1050.06,152.33,0.0
RoEduNet,48,5,Random,461.55,10.91,0.0
UUNET,49,1,Greedy,16425.63,0.0,0.0
UUNET,49,1,LocalSearch,16425.63,0.0,0.0
UUNET,49,1,Betweenness,17505.73,6.58,0.001
UUNET,49,1,HighDegree,17505.73,6.58,0.0
UUNET,49,1,Random,16425.63,0.0,0.0
UUNET,49,3,Greedy,2636.02,0.0,0.0
UUNET,49,3,LocalSearch,2636.02,0.0,0.0
UUNET,49,3,Betweenness,15825.55,500.36,0.0
UUNET,49,3,HighDegree,16728.64,534.62,0.0
UUNET,49,3,Random,3118.48,18.3,0.0
UUNET,49,5,Greedy,1364.67,10.45,0.0
UUNET,49,5,LocalSearch,1235.59,0.0,0.001
UUNET,49,5,Betweenness,3187.87,158.0,0.001
UUNET,49,5,HighDegree,3187.87,158.0,0.0
UUNET,49,5,Random,1975.23,59.86,0.0
SURFNET,50,1,Greedy,1026.98,0.0,0.0
SURFNET,50,1,LocalSearch,1026.98,0.0,0.0
SURFNET,50,1,Betweenness,1026.98,0.0,0.0
SURFNET,50,1,HighDegree,1026.98,0.0,0.0
SURFNET,50,1,Random,1026.98,0.0,0.0
SURFNET,50,3,Greedy,24.47,0.0,0.0
SURFNET,50,3,LocalSearch,24.47,0.0,0.0
SURFNET,50,3,Betweenness,929.95,3699.75,0.001
SURFNET,50,3,HighDegree,1026.98,4096.22,0.0
SURFNET,50,3,Random,24.47,0.0,0.0
SURFNET,50,5,Greedy,0.0,0.0,0.0
SURFNET,50,5,LocalSearch,0.0,0.0,0.001
SURFNET,50,5,Betweenness,24.47,0.0,0.001
SURFNET,50,5,HighDegree,121.51,0.0,0.0
SURFNET,50,5,Random,0.0,0.0,0.0
Bell South ,51,1,Greedy,5936.06,0.0,0.0
Bell South ,51,1,LocalSearch,5936.06,0.0,0.0
Bell South ,51,1,Betweenness,6041.06,1.77,0.001
Bell South ,51,1,HighDegree,8198.05,38.11,0.0
Bell South ,51,1,Random,6013.53,1.31,0.0
Bell South ,51,3,Greedy,1955.34,2.72,0.0
Bell South ,51,3,LocalSearch,1903.62,0.0,0.001
Bell South ,51,3,Betweenness,4413.44,131.84,0.0
Bell South ,51,3,HighDegree,4118.26,116.34,0.0
Bell South ,51,3,Random,1996.38,4.87,0.0
Bell South ,51,5,Greedy,719.89,1.44,0.0
Bell South ,51,5,LocalSearch,709.67,0.0,0.002
Bell South ,51,5,Betweenness,1894.35,166.93,0.0
Bell South ,51,5,HighDegree,3980.8,460.94,0.0
Bell South ,51,5,Random,935.69,31.85,0.0
BT Latin America,51,1,Greedy,0.0,0.0,0.0
BT Latin America,51,1,LocalSearch,0.0,0.0,0.0
BT Latin America,51,1,Betweenness,57459.01,0.0,0.0
BT Latin America,51,1,HighDegree,57459.01,0.0,0.0
BT Latin America,51,1,Random,53269.74,0.0,0.0
BT Latin America,51,3,Greedy,0.0,0.0,0.001
BT Latin America,51,3,LocalSearch,0.0,0.0,0.0
BT Latin America,51,3,Betweenness,35855.25,0.0,0.001
BT Latin America,51,3,HighDegree,11000.13,0.0,0.0
BT Latin America,51,3,Random,0.0,0.0,0.0
BT Latin America,51,5,Greedy,0.0,0.0,0.0
BT Latin America,51,5,LocalSearch,0.0,0.0,0.0
BT Latin America,51,5,Betweenness,16005.85,0.0,0.001
BT Latin America,51,5,HighDegree,2631.21,0.0,0.0
BT Latin America,51,5,Random,0.0,0.0,0.0
CUDI,51,1,Greedy,331.86,0.0,0.0
CUDI,51,1,LocalSearch,331.86,0.0,0.001
CUDI,51,1,Betweenness,331.86,0.0,0.0
CUDI,51,1,HighDegree,665.34,100.49,0.0
CUDI,51,1,Random,335.33,1.05,0.0
CUDI,51,3,Greedy,63.04,4.66,0.0
CUDI,51,3,LocalSearch,60.23,0.0,0.0
CUDI,51,3,Betweenness,89.42,48.46,0.001
CUDI,51,3,HighDegree,69.39,15.21,0.0
CUDI,51,3,Random,61.4,1.94,0.0
CUDI,51,5,Greedy,29.45,31.4,0.0
CUDI,51,5,LocalSearch,22.42,0.0,0.002
CUDI,51,5,Betweenness,80.8,260.48,0.0
CUDI,51,5,HighDegree,31.69,41.37,0.0
CUDI,51,5,Random,35.01,56.17,0.0
IRIS Networks ,51,1,Greedy,3288.13,0.0,0.0
IRIS Networks ,51,1,LocalSearch,3288.13,0.0,0.0
IRIS Networks ,51,1,Betweenness,3288.13,0.0,0.001
IRIS Networks ,51,1,HighDegree,3770.09,14.66,0.0
IRIS Networks ,51,1,Random,3288.13,0.0,0.0
IRIS Networks ,51,3,Greedy,482.12,105.44,0.0
IRIS Networks ,51,3,LocalSearch,234.68,0.0,0.0
IRIS Networks ,51,3,Betweenness,814.9,247.24,0.013
IRIS Networks ,51,3,HighDegree,1373.13,485.11,0.0
IRIS Networks ,51,3,Random,234.68,0.0,0.001
IRIS Networks ,51,5,Greedy,107.29,65.31,0.0
IRIS Networks ,51,5,LocalSearch,64.9,0.0,0.001
IRIS Networks ,51,5,Betweenness,814.9,1155.59,0.001
IRIS Networks ,51,5,HighDegree,727.25,1020.55,0.0
IRIS Networks ,51,5,Random,107.29,65.31,0.0
CESNET,52,1,Greedy,1921.27,0.0,0.0
CESNET,52,1,LocalSearch,1921.27,0.0,0.0
CESNET,52,1,Betweenness,1993.51,3.76,0.001
CESNET,52,1,HighDegree,1993.51,3.76,0.0
CESNET,52,1,Random,1965.13,2.28,0.0
CESNET,52,3,Greedy,384.91,9.37,0.0
CESNET,52,3,LocalSearch,351.93,0.0,0.0
CESNET,52,3,Betweenness,429.31,21.99,0.001
CESNET,52,3,HighDegree,429.31,21.99,0.0
CESNET,52,3,Random,366.87,4.24,0.0
CESNET,52,5,Greedy,216.13,68.45,0.0
CESNET,52,5,LocalSearch,128.31,0.0,0.001
CESNET,52,5,Betweenness,128.55,0.19,0.0
CESNET,52,5,HighDegree,128.55,0.19,0.0
CESNET,52,5,Random,153.94,19.98,0.0
BTN ,53,1,Greedy,23371.02,0.0,0.0
BTN ,53,1,LocalSearch,23371.02,0.0,0.0
BTN ,53,1,Betweenness,26112.37,11.73,0.001
BTN ,53,1,HighDegree,26112.37,11.73,0.0
BTN ,53,1,Random,23371.02,0.0,0.001
BTN ,53,3,Greedy,4310.38,14.92,0.001
BTN ,53,3,LocalSearch,3750.84,0.0,0.0
BTN ,53,3,Betweenness,21124.66,463.2,0.001
BTN ,53,3,HighDegree,20183.46,438.1,0.0
BTN ,53,3,Random,4490.04,19.71,0.0
BTN ,53,5,Greedy,2190.19,1.43,0.0
BTN ,53,5,LocalSearch,2159.24,0.0,0.002
BTN ,53,5,Betweenness,4435.53,105.42,0.0
BTN ,53,5,HighDegree,2912.96,34.91,0.0
BTN ,53,5,Random,2692.29,24.69,0.0
Tinet,53,1,Greedy,111638.7,0.0,0.0
Tinet,53,1,LocalSearch,111638.7,0.0,0.0
Tinet,53,1,Betweenness,112309.77,0.6,0.001
Tinet,53,1,HighDegree,112309.77,0.6,0.0
Tinet,53,1,Random,111638.7,0.0,0.0
Tinet,53,3,Greedy,4633.62,87.18,0.0
Tinet,53,3,LocalSearch,2475.43,0.0,0.001
Tinet,53,3,Betweenness,105215.87,4150.41,0.0
Tinet,53,3,HighDegree,112309.77,4436.99,0.0
Tinet,53,3,Random,4633.62,87.18,0.0
