topology,nodes,k,method,objective,time_sec,gap_pct,status
AARNET,19,1,LocalSearch,6103.621926572335,0.0,1.4900901673044506e-14,Heuristic
AARNET,19,2,ILP,2154.433377628566,0.046000003814697266,0.0,Optimal
AARNET,19,2,Greedy,2247.9007387936317,0.0,4.338373241689524,Heuristic
AARNET,19,2,LocalSearch,2154.433377628566,0.0,0.0,Heuristic
AARNET,19,3,ILP,430.5400201949275,0.03699994087219238,1.320281883088873e-14,Optimal
AARNET,19,3,Greedy,1128.1721892034998,0.0,162.0365439414247,Heuristic
AARNET,19,3,LocalSearch,430.5400201949274,0.0,0.0,Heuristic
AARNET,19,5,ILP,93.49282976607805,0.021999835968017578,0.0,Optimal
AARNET,19,5,Greedy,103.99304732803732,0.0,11.2310404853839,Heuristic
AARNET,19,5,LocalSearch,93.49282976607805,0.0,0.0,Heuristic
EasyNet ,19,1,ILP,20146.742908222168,0.029000043869018555,1.805740423484038e-14,Optimal
EasyNet ,19,1,Greedy,20146.742908222164,0.0,0.0,Heuristic
EasyNet ,19,1,LocalSearch,20146.742908222168,0.0,1.805740423484038e-14,Heuristic
EasyNet ,19,2,ILP,1125.035399237044,0.032000064849853516,2.021035743385748e-14,Optimal
EasyNet ,19,2,Greedy,1125.0353992370437,0.0,0.0,Heuristic
EasyNet ,19,2,LocalSearch,1125.035399237044,0.0,2.021035743385748e-14,Heuristic
EasyNet ,19,3,ILP,604.6510344262563,0.03299999237060547,0.0,Optimal
EasyNet ,19,3,Greedy,604.6510344262563,0.0,0.0,Heuristic
EasyNet ,19,3,LocalSearch,604.6510344262564,0.0,1.8802057922466245e-14,Heuristic
EasyNet ,19,5,ILP,92.1658201210484,0.03599977493286133,0.0,Optimal
EasyNet ,19,5,Greedy,92.1658201210484,0.0,0.0,Heuristic
EasyNet ,19,5,LocalSearch,92.1658201210484,0.0010001659393310547,0.0,Heuristic
InternetMCI,19,1,ILP,11029.43008603524,0.021999835968017578,1.6492143196491585e-14,Optimal
InternetMCI,19,1,Greedy,11029.430086035238,0.0,0.0,Heuristic
InternetMCI,19,1,LocalSearch,11029.43008603524,0.0,1.6492143196491585e-14,Heuristic
InternetMCI,19,2,ILP,776.6348634009538,0.03399991989135742,0.0,Optimal
InternetMCI,19,2,Greedy,776.6348634009538,0.0,0.0,Heuristic
InternetMCI,19,2,LocalSearch,776.6348634009538,0.0,0.0,Heuristic
InternetMCI,19,3,ILP,20.126200963884738,0.037999868392944336,0.0,Optimal
InternetMCI,19,3,Greedy,20.126200963884738,0.0,0.0,Heuristic
InternetMCI,19,3,LocalSearch,20.126200963884738,0.0010001659393310547,0.0,Heuristic
InternetMCI,19,5,ILP,0.0,0.03399991989135742,0.0,Optimal
InternetMCI,19,5,Greedy,0.0,0.0,0.0,Heuristic
InternetMCI,19,5,LocalSearch,0.0,0.0,0.0,Heuristic
Noel Communications ,19,1,ILP,1099.58085693537,0.020999908447265625,0.0,Optimal
Noel Communications ,19,1,Greedy,1099.58085693537,0.0,0.0,Heuristic
Noel Communications ,19,1,LocalSearch,1099.5808569353703,0.0,2.067821334003056e-14,Heuristic
Noel Communications ,19,2,ILP,217.89646503940992,0.04499983787536621,1.3043676236447208e-14,Optimal
Noel Communications ,19,2,Greedy,217.89646503940995,0.0,2.6087352472894417e-14,Heuristic
Noel Communications ,19,2,LocalSearch,217.8964650394099,0.0,0.0,Heuristic
Noel Communications ,19,3,ILP,70.11890009801998,0.031999826431274414,0.0,Optimal
Noel Communications ,19,3,Greedy,70.11890009801998,0.0,0.0,Heuristic
Noel Communications ,19,3,LocalSearch,70.11890009801998,0.0,0.0,Heuristic
Noel Communications ,19,5,ILP,0.0,0.03099989891052246,0.0,Optimal
Noel Communications ,19,5,Greedy,0.0,0.0,0.0,Heuristic
Noel Communications ,19,5,LocalSearch,0.0,0.0009999275207519531,0.0,Heuristic
RedIris,19,1,ILP,1976.6514831797804,0.016000032424926758,0.0,Optimal
RedIris,19,1,Greedy,1976.6514831797804,0.0,0.0,Heuristic
RedIris,19,1,LocalSearch,1976.6514831797808,0.0,2.3005944889937078e-14,Heuristic
RedIris,19,2,ILP,404.3142103327425,0.03600001335144043,1.4059218649284433e-14,Optimal
RedIris,19,2,Greedy,586.1830121991761,0.0,44.982045453401035,Heuristic
RedIris,19,2,LocalSearch,404.31421033274245,0.0,0.0,Heuristic
RedIris,19,3,ILP,155.28785736807407,0.03399991989135742,1.830259616696037e-14,Optimal
RedIris,19,3,Greedy,155.28785736807404,0.0,0.0,Heuristic
RedIris,19,3,LocalSearch,155.28785736807407,0.0,1.830259616696037e-14,Heuristic
RedIris,19,5,ILP,27.23869171739986,0.032000064849853516,1.3042893967374564e-14,Optimal
RedIris,19,5,Greedy,47.46930322913748,0.0,74.271597628951,Heuristic
RedIris,19,5,LocalSearch,27.238691717399856,0.0,0.0,Heuristic
Restena,19,1,ILP,24.276130389589383,0.02200007438659668,0.0,Optimal
Restena,19,1,Greedy,24.276130389589383,0.0,0.0,Heuristic
Restena,19,1,LocalSearch,24.276130389589387,0.0,1.463459629597332e-14,Heuristic
Restena,19,2,ILP,12.005119137916473,0.03000020980834961,1.479666148243276e-14,Optimal
Restena,19,2,Greedy,12.075438984023064,0.0,0.585748840130183,Heuristic
Restena,19,2,LocalSearch,12.005119137916472,0.0,0.0,Heuristic
Restena,19,3,ILP,7.792041531890158,0.029999971389770508,0.0,Optimal
Restena,19,3,Greedy,7.815963847462226,0.0,0.30700960042579295,Heuristic
Restena,19,3,LocalSearch,7.792041531890158,0.0,0.0,Heuristic
Restena,19,5,ILP,3.3338176249333578,0.032000064849853516,1.3320740958616173e-14,Optimal
Restena,19,5,Greedy,3.3338176249333573,0.0,0.0,Heuristic
Restena,19,5,LocalSearch,3.3338176249333578,0.0009999275207519531,1.3320740958616173e-14,Heuristic
Savvis,19,1,ILP,9275.62185268968,0.019999980926513672,0.0,Optimal
Savvis,19,1,Greedy,9275.621852689681,0.0,1.9610430787650088e-14,Heuristic
Savvis,19,1,LocalSearch,9275.62185268968,0.0,0.0,Heuristic
Savvis,19,2,ILP,1061.345146877123,0.03399991989135742,0.0,Optimal
Savvis,19,2,Greedy,1355.0632160114192,0.0,27.67413315060849,Heuristic
Savvis,19,2,LocalSearch,1061.345146877123,0.0,0.0,Heuristic
Savvis,19,3,ILP,322.0852901356132,0.03299999237060547,0.0,Optimal
Savvis,19,3,Greedy,322.0852901356132,0.0,0.0,Heuristic
Savvis,19,3,LocalSearch,322.0852901356132,0.0,0.0,Heuristic
Savvis,19,5,ILP,65.76911132138314,0.031000137329101562,0.0,Optimal
Savvis,19,5,Greedy,65.76911132138314,0.0,0.0,Heuristic
Savvis,19,5,LocalSearch,65.76911132138314,0.0,0.0,Heuristic
BT Asia-Pacific,20,1,ILP,13316.134577308387,0.016000032424926758,0.0,Optimal
BT Asia-Pacific,20,1,Greedy,13316.134577308389,0.0,1.3660040704646677e-14,Heuristic
BT Asia-Pacific,20,1,LocalSearch,13316.134577308389,0.0,1.3660040704646677e-14,Heuristic
BT Asia-Pacific,20,2,ILP,4796.3297841306485,0.029000043869018555,0.0,Optimal
BT Asia-Pacific,20,2,Greedy,7100.687240755348,0.0,48.04418295524632,Heuristic
BT Asia-Pacific,20,2,LocalSearch,4796.3297841306485,0.0,0.0,Heuristic
BT Asia-Pacific,20,3,ILP,2205.0517654398923,0.03500008583068848,2.0622978472151438e-14,Optimal
BT Asia-Pacific,20,3,Greedy,4403.527016372336,0.0,99.70175237558945,Heuristic
BT Asia-Pacific,20,3,LocalSearch,2205.051765439892,0.0,0.0,Heuristic
BT Asia-Pacific,20,5,ILP,452.9495124242845,0.032000064849853516,0.0,Optimal
BT Asia-Pacific,20,5,Greedy,1063.695781432898,0.0,134.83760380704828,Heuristic
BT Asia-Pacific,20,5,LocalSearch,452.9495124242845,0.0,0.0,Heuristic
Electric Lightwave,20,1,ILP,12852.192410459766,0.021000146865844727,0.0,Optimal
Electric Lightwave,20,1,Greedy,12852.192410459766,0.0,0.0,Heuristic
Electric Lightwave,20,1,LocalSearch,12852.192410459766,0.0,0.0,Heuristic
Electric Lightwave,20,2,ILP,2605.8940056873876,0.03299999237060547,0.0,Optimal
Electric Lightwave,20,2,Greedy,2605.8940056873876,0.0,0.0,Heuristic
Electric Lightwave,20,2,LocalSearch,2605.894005687388,0.0,1.745072324100573e-14,Heuristic
Electric Lightwave,20,3,ILP,1447.365438202607,0.03400015830993652,1.570948631505208e-14,Optimal
Electric Lightwave,20,3,Greedy,1447.365438202607,0.0,1.570948631505208e-14,Heuristic
Electric Lightwave,20,3,LocalSearch,1447.3654382026068,0.0,0.0,Heuristic
Electric Lightwave,20,5,ILP,275.382552198507,0.03299999237060547,0.0,Optimal
Electric Lightwave,20,5,Greedy,275.382552198507,0.0,0.0,Heuristic
Electric Lightwave,20,5,LocalSearch,275.382552198507,0.0,0.0,Heuristic
Janet Lense,20,1,ILP,270.5008153397305,0.017000198364257812,0.0,Optimal
Janet Lense,20,1,Greedy,270.5008153397305,0.0,0.0,Heuristic
Janet Lense,20,1,LocalSearch,270.5008153397305,0.0,0.0,Heuristic
Janet Lense,20,2,ILP,78.39826487750288,0.02499985694885254,0.0,Optimal
Janet Lense,20,2,Greedy,78.3982648775029,0.0,1.8126491367387318e-14,Heuristic
Janet Lense,20,2,LocalSearch,78.3982648775029,0.0,1.8126491367387318e-14,Heuristic
Janet Lense,20,3,ILP,18.002413068449385,0.03299999237060547,0.0,Optimal
Janet Lense,20,3,Greedy,18.002413068449385,0.0,0.0,Heuristic
Janet Lense,20,3,LocalSearch,18.002413068449385,0.0,0.0,Heuristic
Janet Lense,20,5,ILP,0.0,0.029000043869018555,0.0,Optimal
Janet Lense,20,5,Greedy,0.0,0.0,0.0,Heuristic
Janet Lense,20,5,LocalSearch,0.0,0.0009999275207519531,0.0,Heuristic
MARNET,20,1,ILP,41.93779086033528,0.017999887466430664,0.0,Optimal
MARNET,20,1,Greedy,41.937790860335284,0.0,1.6942779321076038e-14,Heuristic
MARNET,20,1,LocalSearch,41.937790860335284,0.0,1.6942779321076038e-14,Heuristic
MARNET,20,2,ILP,18.082985086007007,0.03600001335144043,0.0,Optimal
MARNET,20,2,Greedy,18.082985086007007,0.0,0.0,Heuristic
MARNET,20,2,LocalSearch,18.08298508600701,0.0009999275207519531,1.9646721279163502e-14,Heuristic
MARNET,20,3,ILP,5.0710148422133186,0.0409998893737793,0.0,Optimal
MARNET,20,3,Greedy,5.071014842213319,0.0,1.7514806154905017e-14,Heuristic
MARNET,20,3,LocalSearch,5.071014842213319,0.0,1.7514806154905017e-14,Heuristic
MARNET,20,5,ILP,1.5683464507717868,0.04399991035461426,1.415787977304139e-14,Optimal
MARNET,20,5,Greedy,1.5683464507717868,0.0,1.415787977304139e-14,Heuristic
MARNET,20,5,LocalSearch,1.5683464507717866,0.0,0.0,Heuristic
Oxford,20,1,ILP,345.63903969715943,0.020999908447265625,0.0,Optimal
Oxford,20,1,Greedy,345.6390396971595,0.0,1.644589075082862e-14,Heuristic
Oxford,20,1,LocalSearch,345.63903969715955,0.0,3.289178150165724e-14,Heuristic
Oxford,20,2,ILP,51.597584357172984,0.03399991989135742,0.0,Optimal
Oxford,20,2,Greedy,51.597584357172984,0.0,0.0,Heuristic
Oxford,20,2,LocalSearch,51.597584357172984,0.0010001659393310547,0.0,Heuristic
Oxford,20,3,ILP,30.33584735617854,0.037999868392944336,0.0,Optimal
Oxford,20,3,Greedy,30.33584735617854,0.0,0.0,Heuristic
Oxford,20,3,LocalSearch,30.33584735617854,0.0009999275207519531,0.0,Heuristic
Oxford,20,5,ILP,6.408497623950593,0.042999982833862305,0.0,Optimal
Oxford,20,5,Greedy,6.408497623950593,0.0,0.0,Heuristic
Oxford,20,5,LocalSearch,6.408497623950593,0.0009999275207519531,0.0,Heuristic
Quest ,20,1,ILP,31610.080936341663,0.026999950408935547,1.1508919620984522e-14,Optimal
Quest ,20,1,Greedy,31610.080936341663,0.0,1.1508919620984522e-14,Heuristic
Quest ,20,1,LocalSearch,31610.08093634166,0.0,0.0,Heuristic
Quest ,20,2,ILP,7271.760645720031,0.03800010681152344,0.0,Optimal
Quest ,20,2,Greedy,12663.562074888647,0.0,74.14712463538098,Heuristic
Quest ,20,2,LocalSearch,7271.760645720031,0.0,0.0,Heuristic
Quest ,20,3,ILP,2897.3440154490972,0.03699994087219238,0.0,Optimal
Quest ,20,3,Greedy,3245.241816816011,0.0,12.00747303433309,Heuristic
Quest ,20,3,LocalSearch,2897.3440154490972,0.0,0.0,Heuristic
Quest ,20,5,ILP,377.8038267637947,0.03900003433227539,0.0,Optimal
Quest ,20,5,Greedy,720.086187744746,0.0,90.59790736184056,Heuristic
Quest ,20,5,LocalSearch,377.8038267637947,0.0009999275207519531,0.0,Heuristic
TWAREN,20,1,ILP,190.41352502854366,0.029999971389770508,0.0,Optimal
TWAREN,20,1,Greedy,190.41352502854366,0.0,0.0,Heuristic
TWAREN,20,1,LocalSearch,190.41352502854366,0.0,0.0,Heuristic
TWAREN,20,2,ILP,57.46051306501175,0.04200005531311035,0.0,Optimal
TWAREN,20,2,Greedy,105.30844382761451,0.0,83.27097725087633,Heuristic
TWAREN,20,2,LocalSearch,57.46051306501176,0.0,1.2365756897370211e-14,Heuristic
TWAREN,20,3,ILP,29.797065738917457,0.034999847412109375,0.0,Optimal
TWAREN,20,3,Greedy,36.846734642601824,0.0,23.65893663978098,Heuristic
TWAREN,20,3,LocalSearch,29.797065738917457,0.0,0.0,Heuristic
TWAREN,20,5,ILP,14.573199763146983,0.05099987983703613,0.0,Optimal
TWAREN,20,5,Greedy,14.573199763146983,0.0,0.0,Heuristic
TWAREN,20,5,LocalSearch,14.573199763146983,0.0,0.0,Heuristic
ATMnet,21,1,ILP,12661.742560253171,0.026000022888183594,0.0,Optimal
ATMnet,21,1,Greedy,12661.742560253171,0.0,0.0,Heuristic
ATMnet,21,1,LocalSearch,12661.742560253175,0.0,2.873205476876298e-14,Heuristic
ATMnet,21,2,ILP,2163.072064251717,0.039999961853027344,0.0,Optimal
ATMnet,21,2,Greedy,2540.3098291723763,0.0,17.439907396296526,Heuristic
ATMnet,21,2,LocalSearch,2163.072064251717,0.0,0.0,Heuristic
ATMnet,21,3,ILP,1381.3617429047376,0.0410001277923584,0.0,Optimal
ATMnet,21,3,Greedy,1381.3617429047376,0.0,0.0,Heuristic
ATMnet,21,3,LocalSearch,1381.3617429047379,0.0,1.6460110945675172e-14,Heuristic
ATMnet,21,5,ILP,265.921569309781,0.04500007629394531,2.137600910236402e-14,Optimal
ATMnet,21,5,Greedy,265.9215693097809,0.0,0.0,Heuristic
ATMnet,21,5,LocalSearch,265.921569309781,0.0,2.137600910236402e-14,Heuristic
BELNET,21,1,ILP,457.0163752119299,0.031999826431274414,0.0,Optimal
BELNET,21,1,Greedy,457.0163752119299,0.0,0.0,Heuristic
BELNET,21,1,LocalSearch,457.0163752119299,0.0,0.0,Heuristic
BELNET,21,2,ILP,140.8379300829998,0.07399988174438477,0.0,Optimal
BELNET,21,2,Greedy,140.83793008299983,0.0,2.0180436771297535e-14,Heuristic
BELNET,21,2,LocalSearch,140.83793008299983,0.0009999275207519531,2.0180436771297535e-14,Heuristic
BELNET,21,3,ILP,90.35614034454713,0.054000139236450195,1.5727602641074532e-14,Optimal
BELNET,21,3,Greedy,90.35614034454711,0.0,0.0,Heuristic
BELNET,21,3,LocalSearch,90.35614034454713,0.0009999275207519531,1.5727602641074532e-14,Heuristic
BELNET,21,5,ILP,33.1709715871959,0.04699993133544922,0.0,Optimal
BELNET,21,5,Greedy,33.39321722297503,0.0010001659393310547,0.6700003802870794,Heuristic
BELNET,21,5,LocalSearch,33.1709715871959,0.0009999275207519531,0.0,Heuristic
BELNET,21,1,ILP,457.0163752119299,0.023999929428100586,0.0,Optimal
BELNET,21,1,Greedy,457.0163752119299,0.0,0.0,Heuristic
BELNET,21,1,LocalSearch,457.0163752119299,0.0,0.0,Heuristic
BELNET,21,2,ILP,140.8379300829998,0.046000003814697266,0.0,Optimal
BELNET,21,2,Greedy,140.83793008299983,0.0,2.0180436771297535e-14,Heuristic
BELNET,21,2,LocalSearch,140.83793008299983,0.0,2.0180436771297535e-14,Heuristic
BELNET,21,3,ILP,90.35614034454713,0.03900003433227539,1.5727602641074532e-14,Optimal
BELNET,21,3,Greedy,90.35614034454711,0.0,0.0,Heuristic
BELNET,21,3,LocalSearch,90.35614034454713,0.0009999275207519531,1.5727602641074532e-14,Heuristic
BELNET,21,5,ILP,33.1709715871959,0.034999847412109375,0.0,Optimal
BELNET,21,5,Greedy,33.39321722297503,0.0,0.6700003802870794,Heuristic
BELNET,21,5,LocalSearch,33.1709715871959,0.0,0.0,Heuristic
BELNET,21,1,ILP,374.91778055595125,0.03399991989135742,1.516156923166383e-14,Optimal
BELNET,21,1,Greedy,374.91778055595125,0.0,1.516156923166383e-14,Heuristic
BELNET,21,1,LocalSearch,374.9177805559512,0.0,0.0,Heuristic
BELNET,21,2,ILP,167.60905723739688,0.03900003433227539,0.0,Optimal
BELNET,21,2,Greedy,212.5039559286836,0.0,26.7854848844468,Heuristic
BELNET,21,2,LocalSearch,167.6090572373969,0.0,1.6957144141768113e-14,Heuristic
BELNET,21,3,ILP,81.23302360939955,0.039999961853027344,0.0,Optimal
BELNET,21,3,Greedy,81.23302360939957,0.0,1.749393791314897e-14,Heuristic
BELNET,21,3,LocalSearch,81.23302360939955,0.0,0.0,Heuristic
BELNET,21,5,ILP,24.331794161233223,0.03500008583068848,1.460111677445013e-14,Optimal
BELNET,21,5,Greedy,24.331794161233226,0.0,2.920223354890026e-14,Heuristic
BELNET,21,5,LocalSearch,24.33179416123322,0.0,0.0,Heuristic
GTS Romania,21,1,ILP,1980.7113414357204,0.026999950408935547,0.0,Optimal
GTS Romania,21,1,Greedy,1980.7113414357204,0.0,0.0,Heuristic
GTS Romania,21,1,LocalSearch,1980.7113414357204,0.0,0.0,Heuristic
GTS Romania,21,2,ILP,267.01209289654,0.04399991035461426,0.0,Optimal
GTS Romania,21,2,Greedy,267.01209289654,0.0,0.0,Heuristic
GTS Romania,21,2,LocalSearch,267.01209289654,0.0,0.0,Heuristic
GTS Romania,21,3,ILP,181.85068687449268,0.04800009727478027,0.0,Optimal
GTS Romania,21,3,Greedy,181.85068687449268,0.0,0.0,Heuristic
GTS Romania,21,3,LocalSearch,181.85068687449268,0.0,0.0,Heuristic
GTS Romania,21,5,ILP,74.8885922998041,0.03500008583068848,0.0,Optimal
GTS Romania,21,5,Greedy,74.8885922998041,0.0,0.0,Heuristic
GTS Romania,21,5,LocalSearch,74.8885922998041,0.0009999275207519531,0.0,Heuristic
HARNET,21,1,ILP,146.6426749313478,0.039999961853027344,0.0,Optimal
HARNET,21,1,Greedy,146.6426749313478,0.0,0.0,Heuristic
HARNET,21,1,LocalSearch,146.6426749313478,0.0,0.0,Heuristic
HARNET,21,2,ILP,39.6330358807799,0.04900002479553223,0.0,Optimal
HARNET,21,2,Greedy,53.31609707662485,0.0,34.52438323676479,Heuristic
HARNET,21,2,LocalSearch,39.63303588077991,0.0,1.7928042098452493e-14,Heuristic
HARNET,21,3,ILP,18.64098259961528,0.04900002479553223,0.0,Optimal
HARNET,21,3,Greedy,33.69198585802096,0.0,80.74146938325188,Heuristic
HARNET,21,3,LocalSearch,18.64098259961528,0.0,0.0,Heuristic
HARNET,21,5,ILP,7.926712288817895,0.04900002479553223,0.0,Optimal
HARNET,21,5,Greedy,8.496079301394914,0.0,7.182889851826935,Heuristic
HARNET,21,5,LocalSearch,7.926712288817895,0.002000093460083008,0.0,Heuristic
Packet Exchange,21,1,ILP,27496.980354912204,0.0280001163482666,1.3230466619007516e-14,Optimal
Packet Exchange,21,1,Greedy,27496.9803549122,0.0,0.0,Heuristic
Packet Exchange,21,1,LocalSearch,27496.9803549122,0.0,0.0,Heuristic
Packet Exchange,21,2,ILP,7974.562912665064,0.03699994087219238,2.2809894704786505e-14,Optimal
Packet Exchange,21,2,Greedy,8649.30206582835,0.0,8.461142767983917,Heuristic
Packet Exchange,21,2,LocalSearch,7974.562912665062,0.0,0.0,Heuristic
Packet Exchange,21,3,ILP,3622.0296054215573,0.04499983787536621,0.0,Optimal
Packet Exchange,21,3,Greedy,3622.0296054215573,0.0,0.0,Heuristic
Packet Exchange,21,3,LocalSearch,3622.0296054215573,0.0,0.0,Heuristic
Packet Exchange,21,5,ILP,376.5270912618561,0.042999982833862305,0.0,Optimal
Packet Exchange,21,5,Greedy,638.405506922629,0.0,69.55101551475065,Heuristic
Packet Exchange,21,5,LocalSearch,376.5270912618561,0.0,0.0,Heuristic
Azrena,22,1,ILP,119.87525325132383,0.0280001163482666,0.0,Optimal
Azrena,22,1,Greedy,119.87525325132384,0.0,1.1854702559341678e-14,Heuristic
Azrena,22,1,LocalSearch,119.87525325132384,0.0,1.1854702559341678e-14,Heuristic
Azrena,22,2,ILP,58.483218600363465,0.042999982833862305,0.0,Optimal
Azrena,22,2,Greedy,58.483218600363465,0.0,0.0,Heuristic
Azrena,22,2,LocalSearch,58.483218600363465,0.0,0.0,Heuristic
Azrena,22,3,ILP,38.517260522646026,0.04800009727478027,0.0,Optimal
Azrena,22,3,Greedy,38.517260522646026,0.0,0.0,Heuristic
Azrena,22,3,LocalSearch,38.517260522646026,0.0009999275207519531,0.0,Heuristic
Azrena,22,5,ILP,20.965088788923993,0.04800009727478027,0.0,Optimal
Azrena,22,5,Greedy,21.23606020886543,0.0,1.292488778223517,Heuristic
Azrena,22,5,LocalSearch,20.965088788923993,0.0,0.0,Heuristic
Bandcon ,22,1,ILP,0.0,0.03600001335144043,0.0,Optimal
Bandcon ,22,1,Greedy,0.0,0.0,0.0,Heuristic
Bandcon ,22,1,LocalSearch,0.0,0.0,0.0,Heuristic
Bandcon ,22,2,ILP,0.0,0.04200005531311035,0.0,Optimal
Bandcon ,22,2,Greedy,0.0,0.0,0.0,Heuristic
Bandcon ,22,2,LocalSearch,0.0,0.0,0.0,Heuristic
Bandcon ,22,3,ILP,0.0,0.042999982833862305,0.0,Optimal
Bandcon ,22,3,Greedy,0.0,0.0,0.0,Heuristic
Bandcon ,22,3,LocalSearch,0.0,0.0,0.0,Heuristic
Bandcon ,22,5,ILP,0.0,0.04499983787536621,0.0,Optimal
Bandcon ,22,5,Greedy,0.0,0.0,0.0,Heuristic
Bandcon ,22,5,LocalSearch,0.0,0.0009999275207519531,0.0,Heuristic
BELNET,22,1,ILP,209.88229720303815,0.03500008583068848,0.0,Optimal
BELNET,22,1,Greedy,209.88229720303815,0.0,0.0,Heuristic
BELNET,22,1,LocalSearch,209.88229720303818,0.0,1.3541737349534112e-14,Heuristic
BELNET,22,2,ILP,43.449155055352925,0.04499983787536621,1.635343046038272e-14,Optimal
BELNET,22,2,Greedy,43.449155055352925,0.0,1.635343046038272e-14,Heuristic
BELNET,22,2,LocalSearch,43.44915505535292,0.0009999275207519531,0.0,Heuristic
BELNET,22,3,ILP,24.529375446225522,0.05900001525878906,0.0,Optimal
BELNET,22,3,Greedy,24.529375446225522,0.0010001659393310547,0.0,Heuristic
BELNET,22,3,LocalSearch,24.529375446225522,0.0,0.0,Heuristic
BELNET,22,5,ILP,2.9647660641281166,0.06499981880187988,0.0,Optimal
BELNET,22,5,Greedy,2.9647660641281166,0.0,0.0,Heuristic
BELNET,22,5,LocalSearch,2.9647660641281166,0.0,0.0,Heuristic
GARR,22,1,ILP,2146.8392000468602,0.034999847412109375,0.0,Optimal
GARR,22,1,Greedy,2146.8392000468607,0.0,2.1182180336400513e-14,Heuristic
GARR,22,1,LocalSearch,2146.8392000468602,0.0,0.0,Heuristic
GARR,22,2,ILP,416.9872141601445,0.053999900817871094,0.0,Optimal
GARR,22,2,Greedy,671.3367637024782,0.0,60.99696607115881,Heuristic
GARR,22,2,LocalSearch,416.9872141601445,0.0,0.0,Heuristic
GARR,22,3,ILP,271.2946898303553,0.23599982261657715,2.0952647062997465e-14,Optimal
GARR,22,3,Greedy,271.29468983035525,0.0,0.0,Heuristic
GARR,22,3,LocalSearch,271.29468983035525,0.0,0.0,Heuristic
GARR,22,5,ILP,143.68507563493813,0.046000003814697266,1.978055779614529e-14,Optimal
GARR,22,5,Greedy,143.6850756349381,0.0,0.0,Heuristic
GARR,22,5,LocalSearch,143.68507563493813,0.0,1.978055779614529e-14,Heuristic
GARR,22,1,ILP,2066.446537374639,0.03399991989135742,0.0,Optimal
GARR,22,1,Greedy,2066.446537374639,0.0,0.0,Heuristic
GARR,22,1,LocalSearch,2066.446537374639,0.0,0.0,Heuristic
GARR,22,2,ILP,452.36118868596003,0.051000118255615234,0.0,Optimal
GARR,22,2,Greedy,613.6114910089872,0.0,35.646360995609406,Heuristic
GARR,22,2,LocalSearch,452.36118868596003,0.0,0.0,Heuristic
GARR,22,3,ILP,281.572758495867,0.039999961853027344,2.0187826110899288e-14,Optimal
GARR,22,3,Greedy,281.57275849586694,0.0,0.0,Heuristic
GARR,22,3,LocalSearch,281.57275849586694,0.0,0.0,Heuristic
GARR,22,5,ILP,140.05680992926668,0.054000139236450195,0.0,Optimal
GARR,22,5,Greedy,140.05680992926668,0.0,0.0,Heuristic
GARR,22,5,LocalSearch,140.05680992926668,0.0009999275207519531,0.0,Heuristic
Hibernia Atlantic (US),22,1,ILP,4589.695832492367,0.032000064849853516,0.0,Optimal
Hibernia Atlantic (US),22,1,Greedy,4589.695832492367,0.0,0.0,Heuristic
Hibernia Atlantic (US),22,1,LocalSearch,4589.695832492367,0.0,0.0,Heuristic
Hibernia Atlantic (US),22,2,ILP,782.0819227957558,0.05900001525878906,0.0,Optimal
Hibernia Atlantic (US),22,2,Greedy,782.0819227957558,0.0,0.0,Heuristic
Hibernia Atlantic (US),22,2,LocalSearch,782.0819227957558,0.0,0.0,Heuristic
Hibernia Atlantic (US),22,3,ILP,0.0,0.06800007820129395,0.0,Optimal
Hibernia Atlantic (US),22,3,Greedy,0.0,0.0,0.0,Heuristic
Hibernia Atlantic (US),22,3,LocalSearch,0.0,0.0,0.0,Heuristic
Hibernia Atlantic (US),22,5,ILP,0.0,0.05499982833862305,0.0,Optimal
Hibernia Atlantic (US),22,5,Greedy,0.0,0.0,0.0,Heuristic
Hibernia Atlantic (US),22,5,LocalSearch,0.0,0.0,0.0,Heuristic
AboveNet,23,1,ILP,12026.497417240922,0.03600001335144043,0.0,Optimal
AboveNet,23,1,Greedy,12026.497417240922,0.0,0.0,Heuristic
AboveNet,23,1,LocalSearch,12026.497417240922,0.0,0.0,Heuristic
AboveNet,23,2,ILP,6087.454372820841,0.046000003814697266,0.0,Optimal
AboveNet,23,2,Greedy,6087.454372820841,0.0,0.0,Heuristic
AboveNet,23,2,LocalSearch,6087.454372820841,0.0,0.0,Heuristic
AboveNet,23,3,ILP,1549.7413617980194,0.04900002479553223,0.0,Optimal
AboveNet,23,3,Greedy,1549.7413617980196,0.0,1.4671717555465626e-14,Heuristic
AboveNet,23,3,LocalSearch,1549.7413617980196,0.0,1.4671717555465626e-14,Heuristic
AboveNet,23,5,ILP,75.53827736308043,0.0409998893737793,0.0,Optimal
AboveNet,23,5,Greedy,75.53827736308043,0.0,0.0,Heuristic
AboveNet,23,5,LocalSearch,75.53827736308043,0.0009999275207519531,0.0,Heuristic
ACOnet,23,1,ILP,22.42411675484642,0.029000043869018555,0.0,Optimal
ACOnet,23,1,Greedy,22.42411675484642,0.0,0.0,Heuristic
ACOnet,23,1,LocalSearch,22.42411675484642,0.0,0.0,Heuristic
ACOnet,23,2,ILP,11.223403289162698,0.04800009727478027,1.5827256614003154e-14,Optimal
ACOnet,23,2,Greedy,11.223403289162697,0.0,0.0,Heuristic
