topology,nodes,k,method,objective,time_sec,gap_pct,status
ARPANET,4,1,ILP,994.6634135264627,1.3550000190734863,0.0,Optimal
ARPANET,4,1,Greedy,994.6634135264627,0.0,0.0,Heuristic
ARPANET,4,1,LocalSearch,994.6634135264627,0.0,0.0,Heuristic
ARPANET,4,2,ILP,46.616139936534445,0.042999982833862305,0.0,Optimal
ARPANET,4,2,Greedy,46.616139936534445,0.0,0.0,Heuristic
ARPANET,4,2,LocalSearch,46.616139936534445,0.0,0.0,Heuristic
ARPANET,4,3,ILP,0.0,0.03400015830993652,0.0,Optimal
ARPANET,4,3,Greedy,0.0,0.0,0.0,Heuristic
ARPANET,4,3,LocalSearch,0.0,0.0,0.0,Heuristic
Renam,5,1,ILP,160.67410410769003,0.009000062942504883,0.0,Optimal
Renam,5,1,Greedy,160.67410410769003,0.0,0.0,Heuristic
Renam,5,1,LocalSearch,160.67410410769003,0.0,0.0,Heuristic
Renam,5,2,ILP,63.03586059205662,0.032000064849853516,0.0,Optimal
Renam,5,2,Greedy,63.03586059205662,0.0,0.0,Heuristic
Renam,5,2,LocalSearch,63.03586059205662,0.0,0.0,Heuristic
Renam,5,3,ILP,13.293820302714641,0.02700018882751465,0.0,Optimal
Renam,5,3,Greedy,13.293820302714641,0.0,0.0,Heuristic
Renam,5,3,LocalSearch,13.293820302714641,0.0,0.0,Heuristic
DataXchange,6,1,ILP,1324.0709904179205,0.007999897003173828,0.0,Optimal
DataXchange,6,1,Greedy,1324.0709904179205,0.0,0.0,Heuristic
DataXchange,6,1,LocalSearch,1324.0709904179205,0.0,0.0,Heuristic
DataXchange,6,2,ILP,4.320775075498613,0.03099989891052246,0.0,Optimal
DataXchange,6,2,Greedy,4.320775075498613,0.0,0.0,Heuristic
DataXchange,6,2,LocalSearch,4.320775075498613,0.0,0.0,Heuristic
DataXchange,6,3,ILP,0.0,0.03399991989135742,0.0,Optimal
DataXchange,6,3,Greedy,0.0,0.0,0.0,Heuristic
DataXchange,6,3,LocalSearch,0.0,0.0,0.0,Heuristic
DataXchange,6,5,ILP,0.0,0.029999971389770508,0.0,Optimal
DataXchange,6,5,Greedy,0.0,0.0,0.0,Heuristic
DataXchange,6,5,LocalSearch,0.0,0.0,0.0,Heuristic
Epoch,6,1,ILP,4473.048560045488,0.010999917984008789,2.0332770582836674e-14,Optimal
Epoch,6,1,Greedy,4473.048560045487,0.0,0.0,Heuristic
Epoch,6,1,LocalSearch,4473.048560045487,0.0,0.0,Heuristic
Epoch,6,2,ILP,491.793966485435,0.0280001163482666,0.0,Optimal
Epoch,6,2,Greedy,1475.381899456305,0.0,200.0,Heuristic
Epoch,6,2,LocalSearch,491.793966485435,0.0,0.0,Heuristic
Epoch,6,3,ILP,0.0,0.0279998779296875,0.0,Optimal
Epoch,6,3,Greedy,0.0,0.0,0.0,Heuristic
Epoch,6,3,LocalSearch,0.0,0.0,0.0,Heuristic
Epoch,6,5,ILP,0.0,0.029999971389770508,0.0,Optimal
Epoch,6,5,Greedy,0.0,0.0,0.0,Heuristic
Epoch,6,5,LocalSearch,0.0,0.0,0.0,Heuristic
Layer42,6,1,ILP,7837.77845916876,0.008999824523925781,0.0,Optimal
Layer42,6,1,Greedy,7837.77845916876,0.0,0.0,Heuristic
Layer42,6,1,LocalSearch,7837.77845916876,0.0,0.0,Heuristic
Layer42,6,2,ILP,550.7781557872514,0.03099989891052246,0.0,Optimal
Layer42,6,2,Greedy,550.7781557872514,0.0,0.0,Heuristic
Layer42,6,2,LocalSearch,550.7781557872514,0.0,0.0,Heuristic
Layer42,6,3,ILP,0.0,0.029000043869018555,0.0,Optimal
Layer42,6,3,Greedy,0.0,0.0,0.0,Heuristic
Layer42,6,3,LocalSearch,0.0,0.0,0.0,Heuristic
Layer42,6,5,ILP,0.0,0.03600001335144043,0.0,Optimal
Layer42,6,5,Greedy,0.0,0.0,0.0,Heuristic
Layer42,6,5,LocalSearch,0.0,0.0,0.0,Heuristic
MREN,6,1,ILP,103.41800236660048,0.010999917984008789,0.0,Optimal
MREN,6,1,Greedy,103.41800236660049,0.0,1.3741180829259077e-14,Heuristic
MREN,6,1,LocalSearch,103.41800236660049,0.0,1.3741180829259077e-14,Heuristic
MREN,6,2,ILP,54.37940216404552,0.029999971389770508,0.0,Optimal
MREN,6,2,Greedy,54.37940216404552,0.0,0.0,Heuristic
MREN,6,2,LocalSearch,54.37940216404552,0.0,0.0,Heuristic
MREN,6,3,ILP,24.33442042787372,0.03299999237060547,0.0,Optimal
MREN,6,3,Greedy,24.33442042787372,0.0,0.0,Heuristic
MREN,6,3,LocalSearch,24.33442042787372,0.0,0.0,Heuristic
MREN,6,5,ILP,0.0,0.034999847412109375,0.0,Optimal
MREN,6,5,Greedy,0.0,0.0,0.0,Heuristic
MREN,6,5,LocalSearch,0.0,0.0,0.0,Heuristic
NapNet,6,1,ILP,1867.2603093307164,0.012000083923339844,0.0,Optimal
NapNet,6,1,Greedy,1867.2603093307164,0.0,0.0,Heuristic
NapNet,6,1,LocalSearch,1867.2603093307164,0.0,0.0,Heuristic
NapNet,6,2,ILP,503.140866115348,0.03500008583068848,0.0,Optimal
NapNet,6,2,Greedy,503.140866115348,0.0,0.0,Heuristic
NapNet,6,2,LocalSearch,503.140866115348,0.0,0.0,Heuristic
NapNet,6,3,ILP,0.0,0.03500008583068848,0.0,Optimal
NapNet,6,3,Greedy,0.0,0.0,0.0,Heuristic
NapNet,6,3,LocalSearch,0.0,0.0,0.0,Heuristic
NapNet,6,5,ILP,0.0,0.031000137329101562,0.0,Optimal
NapNet,6,5,Greedy,0.0,0.0,0.0,Heuristic
NapNet,6,5,LocalSearch,0.0,0.0,0.0,Heuristic
TelecomSerbia,6,1,ILP,330.1351198867577,0.01399993896484375,0.0,Optimal
TelecomSerbia,6,1,Greedy,330.1351198867577,0.0,0.0,Heuristic
TelecomSerbia,6,1,LocalSearch,330.1351198867577,0.0,0.0,Heuristic
TelecomSerbia,6,2,ILP,56.6141271875514,0.04199981689453125,0.0,Optimal
TelecomSerbia,6,2,Greedy,56.6141271875514,0.0,0.0,Heuristic
TelecomSerbia,6,2,LocalSearch,56.6141271875514,0.0,0.0,Heuristic
TelecomSerbia,6,3,ILP,19.77048919770806,0.026000022888183594,0.0,Optimal
TelecomSerbia,6,3,Greedy,19.77048919770806,0.0,0.0,Heuristic
TelecomSerbia,6,3,LocalSearch,19.77048919770806,0.0,0.0,Heuristic
TelecomSerbia,6,5,ILP,0.0,0.03800010681152344,0.0,Optimal
TelecomSerbia,6,5,Greedy,0.0,0.0,0.0,Heuristic
TelecomSerbia,6,5,LocalSearch,0.0,0.0,0.0,Heuristic
BASNET,7,1,ILP,429.3521222569064,0.012000083923339844,0.0,Optimal
BASNET,7,1,Greedy,429.3521222569064,0.0,0.0,Heuristic
BASNET,7,1,LocalSearch,429.3521222569064,0.0,0.0,Heuristic
BASNET,7,2,ILP,256.0492164659065,0.0410001277923584,0.0,Optimal
BASNET,7,2,Greedy,256.0492164659065,0.0,0.0,Heuristic
BASNET,7,2,LocalSearch,256.0492164659065,0.0,0.0,Heuristic
BASNET,7,3,ILP,136.09936946050874,0.03299999237060547,2.0883057388925668e-14,Optimal
BASNET,7,3,Greedy,136.0993694605087,0.0,0.0,Heuristic
BASNET,7,3,LocalSearch,136.0993694605087,0.0,0.0,Heuristic
BASNET,7,5,ILP,14.089576231992492,0.03399991989135742,0.0,Optimal
BASNET,7,5,Greedy,14.089576231992492,0.0,0.0,Heuristic
BASNET,7,5,LocalSearch,14.089576231992492,0.0,0.0,Heuristic
GetNet,7,1,ILP,8135.15516083878,0.009999990463256836,0.0,Optimal
GetNet,7,1,Greedy,8135.15516083878,0.0,0.0,Heuristic
GetNet,7,1,LocalSearch,8135.15516083878,0.0,0.0,Heuristic
GetNet,7,2,ILP,778.7364966636338,0.03299999237060547,0.0,Optimal
GetNet,7,2,Greedy,778.7364966636338,0.0,0.0,Heuristic
GetNet,7,2,LocalSearch,778.7364966636338,0.0010001659393310547,0.0,Heuristic
GetNet,7,3,ILP,0.0,0.03399991989135742,0.0,Optimal
GetNet,7,3,Greedy,0.0,0.0,0.0,Heuristic
GetNet,7,3,LocalSearch,0.0,0.0,0.0,Heuristic
GetNet,7,5,ILP,0.0,0.031000137329101562,0.0,Optimal
GetNet,7,5,Greedy,0.0,0.0,0.0,Heuristic
GetNet,7,5,LocalSearch,0.0,0.0,0.0,Heuristic
Heanet,7,1,ILP,391.5015290726957,0.007999897003173828,0.0,Optimal
Heanet,7,1,Greedy,391.5015290726957,0.0,0.0,Heuristic
Heanet,7,1,LocalSearch,391.5015290726957,0.0,0.0,Heuristic
Heanet,7,2,ILP,61.65977902577004,0.03299999237060547,0.0,Optimal
Heanet,7,2,Greedy,61.65977902577004,0.0,0.0,Heuristic
Heanet,7,2,LocalSearch,61.65977902577004,0.0,0.0,Heuristic
Heanet,7,3,ILP,0.0,0.03099989891052246,0.0,Optimal
Heanet,7,3,Greedy,0.0,0.0,0.0,Heuristic
Heanet,7,3,LocalSearch,0.0,0.0,0.0,Heuristic
Heanet,7,5,ILP,0.0,0.0410001277923584,0.0,Optimal
Heanet,7,5,Greedy,0.0,0.0,0.0,Heuristic
Heanet,7,5,LocalSearch,0.0,0.0,0.0,Heuristic
Netrail,7,1,ILP,3350.108100999531,0.00800013542175293,0.0,Optimal
Netrail,7,1,Greedy,3350.1081009995314,0.0,1.3574109765317324e-14,Heuristic
Netrail,7,1,LocalSearch,3350.1081009995314,0.0,1.3574109765317324e-14,Heuristic
Netrail,7,2,ILP,747.8898880986454,0.029999971389770508,1.5201012813616347e-14,Optimal
Netrail,7,2,Greedy,800.1106246453808,0.0,6.9824097608132965,Heuristic
Netrail,7,2,LocalSearch,747.8898880986453,0.0,0.0,Heuristic
Netrail,7,3,ILP,0.0,0.029999971389770508,0.0,Optimal
Netrail,7,3,Greedy,0.0,0.0,0.0,Heuristic
Netrail,7,3,LocalSearch,0.0,0.0,0.0,Heuristic
Netrail,7,5,ILP,0.0,0.03099989891052246,0.0,Optimal
Netrail,7,5,Greedy,0.0,0.0,0.0,Heuristic
Netrail,7,5,LocalSearch,0.0,0.0,0.0,Heuristic
NORDU,7,1,ILP,1880.1449505991675,0.009000062942504883,0.0,Optimal
NORDU,7,1,Greedy,1880.1449505991675,0.0,0.0,Heuristic
NORDU,7,1,LocalSearch,1880.1449505991675,0.0,0.0,Heuristic
NORDU,7,2,ILP,622.1343521210861,0.03500008583068848,0.0,Optimal
NORDU,7,2,Greedy,622.1343521210862,0.0,1.827367952501185e-14,Heuristic
NORDU,7,2,LocalSearch,622.1343521210862,0.0,1.827367952501185e-14,Heuristic
NORDU,7,3,ILP,292.5238869957083,0.03699994087219238,0.0,Optimal
NORDU,7,3,Greedy,292.5238869957083,0.0,0.0,Heuristic
NORDU,7,3,LocalSearch,292.5238869957083,0.0,0.0,Heuristic
NORDU,7,5,ILP,0.0,0.034999847412109375,0.0,Optimal
NORDU,7,5,Greedy,0.0,0.0,0.0,Heuristic
NORDU,7,5,LocalSearch,0.0,0.0,0.0,Heuristic
Sanren,7,1,ILP,1745.8857771051998,0.013000011444091797,0.0,Optimal
Sanren,7,1,Greedy,1745.8857771051998,0.0,0.0,Heuristic
Sanren,7,1,LocalSearch,1745.8857771051998,0.0,0.0,Heuristic
Sanren,7,2,ILP,386.56024866018254,0.032000064849853516,0.0,Optimal
Sanren,7,2,Greedy,643.7185325102619,0.0,66.52476159703168,Heuristic
Sanren,7,2,LocalSearch,386.56024866018254,0.0,0.0,Heuristic
Sanren,7,3,ILP,91.56292691657552,0.026999950408935547,0.0,Optimal
Sanren,7,3,Greedy,91.56292691657552,0.0,0.0,Heuristic
Sanren,7,3,LocalSearch,91.56292691657552,0.0,0.0,Heuristic
Sanren,7,5,ILP,12.784660500091604,0.031000137329101562,0.0,Optimal
Sanren,7,5,Greedy,17.158856046096503,0.0,34.214405192641266,Heuristic
Sanren,7,5,LocalSearch,12.784660500091604,0.0,0.0,Heuristic
GlobalNetRu,8,1,ILP,2272.0809565006243,0.008999824523925781,0.0,Optimal
GlobalNetRu,8,1,Greedy,2272.0809565006243,0.0,0.0,Heuristic
GlobalNetRu,8,1,LocalSearch,2272.0809565006243,0.0,0.0,Heuristic
GlobalNetRu,8,2,ILP,449.77743495835654,0.03399991989135742,0.0,Optimal
GlobalNetRu,8,2,Greedy,449.77743495835654,0.0,0.0,Heuristic
GlobalNetRu,8,2,LocalSearch,449.77743495835654,0.0,0.0,Heuristic
GlobalNetRu,8,3,ILP,213.75027992019437,0.034999847412109375,0.0,Optimal
GlobalNetRu,8,3,Greedy,213.75027992019437,0.0,0.0,Heuristic
GlobalNetRu,8,3,LocalSearch,213.75027992019437,0.0,0.0,Heuristic
GlobalNetRu,8,5,ILP,0.0,0.0279998779296875,0.0,Optimal
GlobalNetRu,8,5,Greedy,0.0,0.0,0.0,Heuristic
GlobalNetRu,8,5,LocalSearch,0.0,0.0,0.0,Heuristic
Hibernia Atlantic (Ireland),8,1,ILP,503.4636983477564,0.013000011444091797,0.0,Optimal
Hibernia Atlantic (Ireland),8,1,Greedy,503.46369834775646,0.0,1.1290470206164633e-14,Heuristic
Hibernia Atlantic (Ireland),8,1,LocalSearch,503.46369834775646,0.0,1.1290470206164633e-14,Heuristic
Hibernia Atlantic (Ireland),8,2,ILP,78.25487003675286,0.03399991989135742,0.0,Optimal
Hibernia Atlantic (Ireland),8,2,Greedy,78.25487003675286,0.0,0.0,Heuristic
Hibernia Atlantic (Ireland),8,2,LocalSearch,78.25487003675286,0.0,0.0,Heuristic
Hibernia Atlantic (Ireland),8,3,ILP,0.0,0.029999971389770508,0.0,Optimal
Hibernia Atlantic (Ireland),8,3,Greedy,0.0,0.0,0.0,Heuristic
Hibernia Atlantic (Ireland),8,3,LocalSearch,0.0,0.0,0.0,Heuristic
Hibernia Atlantic (Ireland),8,5,ILP,0.0,0.031999826431274414,0.0,Optimal
Hibernia Atlantic (Ireland),8,5,Greedy,0.0,0.0,0.0,Heuristic
Hibernia Atlantic (Ireland),8,5,LocalSearch,0.0,0.0,0.0,Heuristic
ARPANET,9,1,ILP,8422.497271448103,0.012000083923339844,0.0,Optimal
ARPANET,9,1,Greedy,8422.497271448103,0.0,0.0,Heuristic
ARPANET,9,1,LocalSearch,8422.497271448103,0.0,0.0,Heuristic
ARPANET,9,2,ILP,2.0484143539691297,0.03600001335144043,0.0,Optimal
ARPANET,9,2,Greedy,2.0484143539691297,0.0,0.0,Heuristic
ARPANET,9,2,LocalSearch,2.0484143539691297,0.0,0.0,Heuristic
ARPANET,9,3,ILP,1.0242071769845704,0.03500008583068848,1.083982859692355e-12,Optimal
ARPANET,9,3,Greedy,1.0242071769845593,0.0,0.0,Heuristic
ARPANET,9,3,LocalSearch,1.0242071769845593,0.0,0.0,Heuristic
ARPANET,9,5,ILP,0.0,0.029999971389770508,0.0,Optimal
ARPANET,9,5,Greedy,0.0,0.0,0.0,Heuristic
ARPANET,9,5,LocalSearch,0.0,0.0,0.0,Heuristic
GlobalCenter,9,1,ILP,5558.091420025807,0.013000011444091797,0.0,Optimal
GlobalCenter,9,1,Greedy,5558.091420025807,0.0,0.0,Heuristic
GlobalCenter,9,1,LocalSearch,5558.091420025807,0.0,0.0,Heuristic
GlobalCenter,9,2,ILP,780.7862241928319,0.0280001163482666,0.0,Optimal
GlobalCenter,9,2,Greedy,1120.6045517448301,0.0,43.52258236923924,Heuristic
GlobalCenter,9,2,LocalSearch,780.7862241928319,0.0,0.0,Heuristic
GlobalCenter,9,3,ILP,0.0,0.04399991035461426,0.0,Optimal
GlobalCenter,9,3,Greedy,0.0,0.0,0.0,Heuristic
GlobalCenter,9,3,LocalSearch,0.0,0.0,0.0,Heuristic
GlobalCenter,9,5,ILP,0.0,0.026999950408935547,0.0,Optimal
GlobalCenter,9,5,Greedy,0.0,0.0,0.0,Heuristic
GlobalCenter,9,5,LocalSearch,0.0,0.0,0.0,Heuristic
GridNet,9,1,ILP,5176.676901204995,0.010000228881835938,0.0,Optimal
GridNet,9,1,Greedy,5176.676901204995,0.0,0.0,Heuristic
GridNet,9,1,LocalSearch,5176.676901204995,0.0,0.0,Heuristic
GridNet,9,2,ILP,772.5909022929693,0.03099989891052246,0.0,Optimal
GridNet,9,2,Greedy,772.5909022929693,0.0,0.0,Heuristic
GridNet,9,2,LocalSearch,772.5909022929693,0.0,0.0,Heuristic
GridNet,9,3,ILP,0.0,0.0279998779296875,0.0,Optimal
GridNet,9,3,Greedy,0.0,0.0,0.0,Heuristic
GridNet,9,3,LocalSearch,0.0,0.0,0.0,Heuristic
GridNet,9,5,ILP,0.0,0.02700018882751465,0.0,Optimal
GridNet,9,5,Greedy,0.0,0.0,0.0,Heuristic
GridNet,9,5,LocalSearch,0.0,0.0,0.0,Heuristic
NORDU,9,1,ILP,1557.4985750937358,0.014000177383422852,0.0,Optimal
NORDU,9,1,Greedy,1557.4985750937358,0.0,0.0,Heuristic
NORDU,9,1,LocalSearch,1557.4985750937358,0.0,0.0,Heuristic
NORDU,9,2,ILP,545.5772060053979,0.03099989891052246,2.0837900936882477e-14,Optimal
NORDU,9,2,Greedy,545.5772060053978,0.0,0.0,Heuristic
NORDU,9,2,LocalSearch,545.5772060053978,0.0010001659393310547,0.0,Heuristic
NORDU,9,3,ILP,271.5813139359808,0.031999826431274414,0.0,Optimal
NORDU,9,3,Greedy,271.5813139359808,0.0,0.0,Heuristic
NORDU,9,3,LocalSearch,271.5813139359808,0.0,0.0,Heuristic
NORDU,9,5,ILP,42.54964113169561,0.039999961853027344,0.0,Optimal
NORDU,9,5,Greedy,42.54964113169561,0.0,0.0,Heuristic
NORDU,9,5,LocalSearch,42.54964113169561,0.0,0.0,Heuristic
AI3,10,1,ILP,49.689006163354705,0.011999845504760742,0.0,Optimal
AI3,10,1,Greedy,49.689006163354705,0.0,0.0,Heuristic
AI3,10,1,LocalSearch,49.689006163354705,0.0,0.0,Heuristic
AI3,10,2,ILP,27.090666810941734,0.029999971389770508,0.0,Optimal
AI3,10,2,Greedy,27.090666810941734,0.0,0.0,Heuristic
AI3,10,2,LocalSearch,27.090666810941734,0.0009999275207519531,0.0,Heuristic
AI3,10,3,ILP,16.73887213798236,0.04200005531311035,2.1224331302101292e-14,Optimal
AI3,10,3,Greedy,16.738872137982355,0.0,0.0,Heuristic
AI3,10,3,LocalSearch,16.738872137982355,0.0,0.0,Heuristic
AI3,10,5,ILP,3.5193715806447283,0.03699994087219238,0.0,Optimal
AI3,10,5,Greedy,3.5193715806447283,0.0,0.0,Heuristic
AI3,10,5,LocalSearch,3.5193715806447283,0.0,0.0,Heuristic
CESNET,10,1,ILP,432.3772960751733,0.013000011444091797,0.0,Optimal
CESNET,10,1,Greedy,432.3772960751733,0.0,0.0,Heuristic
CESNET,10,1,LocalSearch,432.3772960751733,0.0,0.0,Heuristic
CESNET,10,2,ILP,111.66107841566003,0.0279998779296875,0.0,Optimal
CESNET,10,2,Greedy,111.66107841566004,0.0,1.2726775450172427e-14,Heuristic
CESNET,10,2,LocalSearch,111.66107841566004,0.0,1.2726775450172427e-14,Heuristic
CESNET,10,3,ILP,73.09298788738002,0.02700018882751465,0.0,Optimal
CESNET,10,3,Greedy,73.09298788738002,0.0,0.0,Heuristic
CESNET,10,3,LocalSearch,73.09298788738002,0.0,0.0,Heuristic
CESNET,10,5,ILP,26.027648520583014,0.03299999237060547,0.0,Optimal
CESNET,10,5,Greedy,26.027648520583018,0.0,1.364976815324276e-14,Heuristic
CESNET,10,5,LocalSearch,26.027648520583018,0.0,1.364976815324276e-14,Heuristic
NSFCNET,10,1,ILP,0.0,0.010999917984008789,0.0,Optimal
NSFCNET,10,1,Greedy,0.0,0.0,0.0,Heuristic
NSFCNET,10,1,LocalSearch,0.0,0.0010001659393310547,0.0,Heuristic
NSFCNET,10,2,ILP,0.0,0.031999826431274414,0.0,Optimal
NSFCNET,10,2,Greedy,0.0,0.0,0.0,Heuristic
NSFCNET,10,2,LocalSearch,0.0,0.0,0.0,Heuristic
NSFCNET,10,3,ILP,0.0,0.032000064849853516,0.0,Optimal
NSFCNET,10,3,Greedy,0.0,0.0,0.0,Heuristic
NSFCNET,10,3,LocalSearch,0.0,0.0,0.0,Heuristic
NSFCNET,10,5,ILP,0.0,0.031000137329101562,0.0,Optimal
NSFCNET,10,5,Greedy,0.0,0.0,0.0,Heuristic
NSFCNET,10,5,LocalSearch,0.0,0.0,0.0,Heuristic
Abilene,11,1,ILP,5686.512790886659,0.011999845504760742,1.599389177899162e-14,Optimal
Abilene,11,1,Greedy,5686.512790886658,0.0,0.0,Heuristic
Abilene,11,1,LocalSearch,5686.512790886658,0.0,0.0,Heuristic
Abilene,11,2,ILP,419.4842476991888,0.029999971389770508,0.0,Optimal
Abilene,11,2,Greedy,437.98763029271976,0.0,4.410983891533318,Heuristic
Abilene,11,2,LocalSearch,419.4842476991888,0.0,0.0,Heuristic
Abilene,11,3,ILP,200.490432552829,0.029999971389770508,0.0,Optimal
Abilene,11,3,Greedy,218.99381514635985,0.0,9.229060139144165,Heuristic
Abilene,11,3,LocalSearch,200.490432552829,0.0,0.0,Heuristic
Abilene,11,5,ILP,0.0,0.029999971389770508,0.0,Optimal
Abilene,11,5,Greedy,0.0,0.0,0.0,Heuristic
Abilene,11,5,LocalSearch,0.0,0.0009999275207519531,0.0,Heuristic
Itnet,11,1,ILP,312.60248981228796,0.011999845504760742,1.818393029912892e-14,Optimal
Itnet,11,1,Greedy,312.6024898122879,0.0,0.0,Heuristic
Itnet,11,1,LocalSearch,312.6024898122879,0.0,0.0,Heuristic
Itnet,11,2,ILP,232.4089859512641,0.028999805450439453,0.0,Optimal
Itnet,11,2,Greedy,232.4089859512641,0.0,0.0,Heuristic
Itnet,11,2,LocalSearch,232.4089859512641,0.0,0.0,Heuristic
Itnet,11,3,ILP,169.31784985600385,0.029000043869018555,0.0,Optimal
Itnet,11,3,Greedy,169.31784985600385,0.0,0.0,Heuristic
Itnet,11,3,LocalSearch,169.31784985600385,0.0,0.0,Heuristic
Itnet,11,5,ILP,79.51362446650928,0.026999950408935547,0.0,Optimal
Itnet,11,5,Greedy,79.51362446650928,0.0,0.0,Heuristic
Itnet,11,5,LocalSearch,79.51362446650928,0.0,0.0,Heuristic
Singaren,11,1,ILP,38.23048985264122,0.01399993896484375,1.8585760697780107e-14,Optimal
Singaren,11,1,Greedy,38.23048985264121,0.0,0.0,Heuristic
Singaren,11,1,LocalSearch,38.23048985264121,0.0,0.0,Heuristic
Singaren,11,2,ILP,26.690469386603418,0.026999950408935547,1.3310795053247333e-14,Optimal
Singaren,11,2,Greedy,26.690469386603414,0.0,0.0,Heuristic
Singaren,11,2,LocalSearch,26.690469386603414,0.0,0.0,Heuristic
Singaren,11,3,ILP,19.114018127119177,0.029000043869018555,0.0,Optimal
Singaren,11,3,Greedy,19.114018127119177,0.0,0.0,Heuristic
Singaren,11,3,LocalSearch,19.114018127119177,0.0,0.0,Heuristic
Singaren,11,5,ILP,8.336664706643841,0.0279998779296875,0.0,Optimal
Singaren,11,5,Greedy,8.336664706643841,0.0,0.0,Heuristic
Singaren,11,5,LocalSearch,8.336664706643841,0.0,0.0,Heuristic
Sprint,11,1,ILP,4420.461245303949,0.01399993896484375,0.0,Optimal
Sprint,11,1,Greedy,4420.461245303949,0.0,0.0,Heuristic
Sprint,11,1,LocalSearch,4420.461245303949,0.0,0.0,Heuristic
Sprint,11,2,ILP,596.538165234366,0.029999971389770508,0.0,Optimal
Sprint,11,2,Greedy,596.538165234366,0.0,0.0,Heuristic
Sprint,11,2,LocalSearch,596.538165234366,0.0,0.0,Heuristic
Sprint,11,3,ILP,0.0,0.0279998779296875,0.0,Optimal
Sprint,11,3,Greedy,0.0,0.0,0.0,Heuristic
Sprint,11,3,LocalSearch,0.0,0.0,0.0,Heuristic
Sprint,11,5,ILP,0.0,0.031999826431274414,0.0,Optimal
Sprint,11,5,Greedy,0.0,0.0,0.0,Heuristic
Sprint,11,5,LocalSearch,0.0,0.0,0.0,Heuristic
Janet External,12,1,ILP,0.37409217086747737,0.023000001907348633,0.0,Optimal
Janet External,12,1,Greedy,0.37409217086747737,0.0,0.0,Heuristic
Janet External,12,1,LocalSearch,0.37409217086747737,0.0,0.0,Heuristic
Janet External,12,2,ILP,0.0,0.03399991989135742,0.0,Optimal
Janet External,12,2,Greedy,0.0,0.0,0.0,Heuristic
Janet External,12,2,LocalSearch,0.0,0.0,0.0,Heuristic
Janet External,12,3,ILP,0.0,0.031000137329101562,0.0,Optimal
Janet External,12,3,Greedy,0.0,0.0,0.0,Heuristic
Janet External,12,3,LocalSearch,0.0,0.0,0.0,Heuristic
Janet External,12,5,ILP,0.0,0.0279998779296875,0.0,Optimal
Janet External,12,5,Greedy,0.0,0.0,0.0,Heuristic
Janet External,12,5,LocalSearch,0.0,0.0,0.0,Heuristic
T-lex,12,1,ILP,57.01094530909741,0.015999794006347656,0.0,Optimal
T-lex,12,1,Greedy,57.01094530909741,0.0,0.0,Heuristic
T-lex,12,1,LocalSearch,57.01094530909741,0.0,0.0,Heuristic
T-lex,12,2,ILP,37.23469645844746,0.029999971389770508,1.9082812627545916e-14,Optimal
T-lex,12,2,Greedy,40.30350650611163,0.0,8.24180224240275,Heuristic
T-lex,12,2,LocalSearch,37.23469645844745,0.0,0.0,Heuristic
T-lex,12,3,ILP,20.198826493644283,0.0280001163482666,0.0,Optimal
T-lex,12,3,Greedy,26.395515496985514,0.0,30.678460480320805,Heuristic
T-lex,12,3,LocalSearch,20.198826493644283,0.0,0.0,Heuristic
T-lex,12,5,ILP,6.0115241359069564,0.029000043869018555,0.0,Optimal
T-lex,12,5,Greedy,11.910538539889727,0.0,98.12843250096655,Heuristic
T-lex,12,5,LocalSearch,6.0115241359069564,0.0,0.0,Heuristic
CESNET,13,1,ILP,564.8966511168942,0.010999917984008789,0.0,Optimal
CESNET,13,1,Greedy,564.8966511168942,0.0,0.0,Heuristic
CESNET,13,1,LocalSearch,564.8966511168942,0.0,0.0,Heuristic
CESNET,13,2,ILP,153.20851745777645,0.026000022888183594,0.0,Optimal
CESNET,13,2,Greedy,189.3040559756145,0.0,23.559746622955082,Heuristic
CESNET,13,2,LocalSearch,153.20851745777645,0.0,0.0,Heuristic
CESNET,13,3,ILP,76.8696528885667,0.016000032424926758,0.0,Optimal
CESNET,13,3,Greedy,76.8696528885667,0.0,0.0,Heuristic
CESNET,13,3,LocalSearch,76.8696528885667,0.0,0.0,Heuristic
CESNET,13,5,ILP,17.516038105211464,0.03699994087219238,0.0,Optimal
CESNET,13,5,Greedy,17.516038105211464,0.0,0.0,Heuristic
CESNET,13,5,LocalSearch,17.516038105211464,0.0,0.0,Heuristic
CESNET,13,1,ILP,513.1153535588065,0.014999866485595703,0.0,Optimal
CESNET,13,1,Greedy,513.1153535588065,0.0,0.0,Heuristic
CESNET,13,1,LocalSearch,513.1153535588065,0.0,0.0,Heuristic
CESNET,13,2,ILP,105.97912399523125,0.0279998779296875,0.0,Optimal
CESNET,13,2,Greedy,105.97912399523126,0.0,1.3409107548238888e-14,Heuristic
CESNET,13,2,LocalSearch,105.97912399523126,0.0,1.3409107548238888e-14,Heuristic
CESNET,13,3,ILP,78.78752801112209,0.03299999237060547,0.0,Optimal
CESNET,13,3,Greedy,78.78752801112209,0.0,0.0,Heuristic
CESNET,13,3,LocalSearch,78.78752801112209,0.0,0.0,Heuristic
CESNET,13,5,ILP,41.50733619318113,0.034999847412109375,0.0,Optimal
CESNET,13,5,Greedy,41.50733619318113,0.0,0.0,Heuristic
CESNET,13,5,LocalSearch,41.50733619318113,0.0,0.0,Heuristic
EEnet,13,1,ILP,384.99698976631316,0.014999866485595703,0.0,Optimal
